Order_ID,Order_Date,Year,Month,Quarter,Season,Customer_ID,Customer_Gender,Customer_Segment,Region,Country,Category,Sub_Category,Product_Name,Unit_Price,Quantity,Discount,Revenue,Cost,Profit,Profit_Margin_Percent,Shipping_Cost,Shipping_Method,Shipping_Days,Payment_Method,Order_Status,Is_Valid_Quantity,Is_Valid_Unit_Price,Is_Valid_Discount,Is_Valid_Revenue,Is_Valid_Profit,Expected_Revenue,Revenue_Diff,Expected_Profit,Profit_Diff,Row_Valid,Order_Year,Order_Month,Order_Month_Name,Order_Day,Order_Weekday,Average_Revenue_Per_Unit,Calculated_Margin_Percent,Profit_Category,Fast_Shipping,Revenue_Anomaly,Profit_Anomaly
ORD-000023,2022-09-14,2022,9,Q3,Fall,CUST-03897,Female,New,North America,Canada,Clothing,Women's Wear,High-Waist Jeans,23.52,3,0.15,59.98,50.78,9.2,15.34,40.46,Express,4,Bank Transfer,Delivered,True,True,True,True,True,59.98,0.0,9.2,0.0,True,2022,9,September,14,Wednesday,19.993333333333332,15.34,Low,False,False,False
ORD-000024,2022-11-13,2022,11,Q4,Fall,CUST-01885,Female,Regular,Middle East,Jordan,Clothing,Men's Wear,Slim Fit Jeans,107.55,2,0.0,215.1,108.37,106.73,49.62,28.0,Express,18,Cash on Delivery,Returned,True,True,True,True,True,215.1,0.0,106.73,0.0,True,2022,11,November,13,Sunday,107.55,49.62,Medium,False,False,False
ORD-000025,2023-06-23,2023,6,Q2,Summer,CUST-07335,Female,Premium,Europe,Italy,Clothing,Men's Wear,Hoodie Sweatshirt,51.71,1,0.05,49.12,26.73,22.39,45.58,63.93,Overnight,6,Bank Transfer,Returned,True,True,True,True,True,49.12,0.0,22.39,0.0,True,2023,6,June,23,Friday,49.12,45.58,Low,False,False,False
ORD-000026,2024-08-13,2024,8,Q3,Summer,CUST-06968,Female,Premium,Middle East,UAE,Beauty & Health,Supplements,Whey Protein 2kg,22.5,4,0.1,81.0,45.32,35.68,44.05,13.95,Standard,12,Google Pay,Returned,True,True,True,True,True,81.0,0.0,35.68,0.0,True,2024,8,August,13,Tuesday,20.25,44.05,Low,False,False,False
ORD-000027,2024-06-17,2024,6,Q2,Summer,CUST-06441,Female,New,North America,Mexico,Electronics,Tablets,Huawei MatePad 11,330.57,6,0.0,1983.42,1314.28,669.14,33.74,30.93,Express,4,Debit Card,Processing,True,True,True,True,True,1983.42,0.0,669.14,0.0,True,2024,6,June,17,Monday,330.57,33.74,High,False,True,True
ORD-000028,2023-08-03,2023,8,Q3,Summer,CUST-04105,Male,New,Middle East,Kuwait,Electronics,Headphones,JBL Tune 760NC,138.25,6,0.2,663.6,454.45,209.15,31.52,25.76,Express,17,Google Pay,Delivered,True,True,True,True,True,663.6,0.0,209.15,0.0,True,2023,8,August,3,Thursday,110.60000000000001,31.52,High,False,False,False
ORD-000029,2021-12-30,2021,12,Q4,Winter,CUST-05187,Female,Regular,Middle East,Jordan,Beauty & Health,Skincare,Sunscreen SPF50,32.95,1,0.2,26.36,22.59,3.77,14.3,5.54,Economy,10,Bank Transfer,Delivered,True,True,True,True,True,26.36,0.0,3.77,0.0,True,2021,12,December,30,Thursday,26.36,14.3,Low,False,False,False
ORD-000030,2021-09-17,2021,9,Q3,Fall,CUST-04892,Male,VIP,Europe,Germany,Home & Kitchen,Kitchen Tools,Storage Container Set,60.25,1,0.05,57.24,39.27,17.97,31.39,20.73,Express,8,Apple Pay,Processing,True,True,True,True,True,57.24,0.0,17.97,0.0,True,2021,9,September,17,Friday,57.24,31.39,Low,False,False,False
ORD-000031,2023-02-01,2023,2,Q1,Winter,CUST-01411,Male,Regular,North America,USA,Books & Media,Books,Rich Dad Poor Dad,24.83,1,0.05,23.59,12.27,11.32,47.99,3.75,Economy,10,Apple Pay,Delivered,True,True,True,True,True,23.59,0.0,11.32,0.0,True,2023,2,February,1,Wednesday,23.59,47.99,Low,False,False,False
ORD-000032,2024-02-04,2024,2,Q1,Winter,CUST-07880,Female,New,Asia,China,Beauty & Health,Supplements,Multivitamin Pack,54.82,2,0.3,76.75,63.37,13.38,17.43,5.6,Economy,17,Apple Pay,Processing,True,True,True,True,True,76.75,0.0,13.38,0.0,True,2024,2,February,4,Sunday,38.375,17.43,Low,False,False,False
ORD-000033,2022-10-10,2022,10,Q4,Fall,CUST-04137,Male,Regular,Middle East,Egypt,Clothing,Women's Wear,Maxi Skirt,28.23,2,0.1,50.81,29.38,21.43,42.18,7.08,Standard,10,Credit Card,Delivered,True,True,True,True,True,50.81,0.0,21.43,0.0,True,2022,10,October,10,Monday,25.405,42.18,Low,False,False,False
ORD-000034,2022-04-04,2022,4,Q2,Spring,CUST-04907,Male,Premium,Asia,South Korea,Beauty & Health,Supplements,Collagen Peptides,45.29,4,0.0,181.16,92.76,88.4,48.8,17.85,Standard,22,Debit Card,Delivered,True,True,True,True,True,181.16,0.0,88.4,0.0,True,2022,4,April,4,Monday,45.29,48.8,Medium,False,False,False
ORD-000035,2021-11-30,2021,11,Q4,Fall,CUST-02045,Male,Premium,Asia,Japan,Beauty & Health,Skincare,Retinol Night Cream,27.55,9,0.2,198.36,147.7,50.66,25.54,7.79,Economy,24,Google Pay,Cancelled,True,True,True,True,True,198.36,0.0,50.66,0.0,True,2021,11,November,30,Tuesday,22.040000000000003,25.54,Medium,False,False,False
ORD-000036,2023-12-15,2023,12,Q4,Winter,CUST-03764,Female,Regular,Middle East,Jordan,Electronics,Smartphones,OnePlus 11,422.13,1,0.25,316.6,212.97,103.63,32.73,60.58,Overnight,12,Cash on Delivery,Delivered,True,True,True,True,True,316.6,0.0,103.63,0.0,True,2023,12,December,15,Friday,316.6,32.73,Medium,False,False,False
ORD-000037,2021-04-01,2021,4,Q2,Spring,CUST-01329,Male,Regular,Middle East,Saudi Arabia,Home & Kitchen,Appliances,Microwave Oven,35.23,4,0.3,98.64,65.62,33.02,33.48,16.72,Standard,17,PayPal,Delivered,True,True,True,True,True,98.64,0.0,33.02,0.0,True,2021,4,April,1,Thursday,24.66,33.48,Low,False,False,False
ORD-000038,2023-10-25,2023,10,Q4,Fall,CUST-05963,Male,Regular,Europe,Italy,Books & Media,Books,The Psychology of Money,13.79,3,0.5,20.68,20.04,0.64,3.09,88.34,Overnight,7,Debit Card,Delivered,True,True,True,True,True,20.68,0.0,0.64,0.0,True,2023,10,October,25,Wednesday,6.8933333333333335,3.09,Low,False,False,False
ORD-000039,2023-12-14,2023,12,Q4,Winter,CUST-07965,Male,New,Europe,UK,Books & Media,Books,Deep Work,27.27,1,0.2,21.82,15.52,6.3,28.87,23.06,Express,9,Cash on Delivery,Delivered,True,True,True,True,True,21.82,0.0,6.3,0.0,True,2023,12,December,14,Thursday,21.82,28.87,Low,False,False,False
ORD-000040,2023-01-02,2023,1,Q1,Winter,CUST-04551,Female,VIP,Middle East,UAE,Home & Kitchen,Kitchen Tools,Mixing Bowl Set,104.31,1,0.0,104.31,62.77,41.54,39.82,8.58,Economy,8,Bank Transfer,Delivered,True,True,True,True,True,104.31,0.0,41.54,0.0,True,2023,1,January,2,Monday,104.31,39.82,Low,False,False,False
ORD-000041,2024-03-10,2024,3,Q1,Spring,CUST-03640,Male,Regular,Asia,South Korea,Beauty & Health,Skincare,Hyaluronic Acid,87.24,3,0.1,235.55,166.13,69.42,29.47,8.61,Economy,18,Debit Card,Returned,True,True,True,True,True,235.55,0.0,69.42,0.0,True,2024,3,March,10,Sunday,78.51666666666667,29.47,Medium,False,False,False
ORD-000042,2022-12-04,2022,12,Q4,Winter,CUST-07535,Female,Premium,Asia,Japan,Clothing,Women's Wear,Yoga Pants,98.56,1,0.2,78.85,54.3,24.55,31.14,34.63,Express,21,Debit Card,Cancelled,True,True,True,True,True,78.85,0.0,24.55,0.0,True,2022,12,December,4,Sunday,78.85,31.14,Low,False,False,False
ORD-000043,2022-11-13,2022,11,Q4,Fall,CUST-04671,Male,Regular,Asia,South Korea,Home & Kitchen,Kitchen Tools,Non-stick Pan Set,84.74,1,0.05,80.5,40.31,40.19,49.93,40.72,Express,25,Debit Card,Delivered,True,True,True,True,True,80.5,0.0,40.19,0.0,True,2022,11,November,13,Sunday,80.5,49.93,Low,False,False,False
ORD-000044,2023-11-11,2023,11,Q4,Fall,CUST-03219,Female,Regular,Middle East,Jordan,Beauty & Health,Skincare,Sunscreen SPF50,63.12,3,0.15,160.96,112.1,48.86,30.36,67.59,Overnight,14,PayPal,Delivered,True,True,True,True,True,160.96,0.0,48.86,0.0,True,2023,11,November,11,Saturday,53.653333333333336,30.36,Low,False,False,False
ORD-000045,2024-04-06,2024,4,Q2,Spring,CUST-03426,Male,Premium,Asia,Japan,Clothing,Women's Wear,Summer Dress,116.06,2,0.0,232.12,117.79,114.33,49.25,99.03,Overnight,16,PayPal,Delivered,True,True,True,True,True,232.12,0.0,114.33,0.0,True,2024,4,April,6,Saturday,116.06,49.25,Medium,False,False,False
ORD-000046,2022-02-27,2022,2,Q1,Winter,CUST-03329,Female,VIP,Europe,Italy,Electronics,Laptops,HP Spectre x360,686.48,3,0.0,2059.44,1268.63,790.81,38.4,18.09,Standard,14,Apple Pay,Delivered,True,True,True,True,True,2059.44,0.0,790.81,0.0,True,2022,2,February,27,Sunday,686.48,38.4,High,False,True,True
ORD-000047,2023-12-05,2023,12,Q4,Winter,CUST-02242,Male,New,North America,Canada,Clothing,Men's Wear,Formal Shirt,113.81,2,0.25,170.72,110.22,60.5,35.44,2.59,Economy,3,Debit Card,Delivered,True,True,True,True,True,170.72,0.0,60.5,0.0,True,2023,12,December,5,Tuesday,85.36,35.44,Medium,True,False,False
ORD-000048,2023-12-14,2023,12,Q4,Winter,CUST-03435,Female,Regular,Europe,Spain,Clothing,Men's Wear,Chino Pants,95.27,2,0.4,114.32,119.82,-5.5,-4.81,5.6,Economy,12,Google Pay,Cancelled,True,True,True,True,True,114.32,0.0,-5.5,0.0,True,2023,12,December,14,Thursday,57.16,-4.81,Loss,False,False,False
ORD-000049,2023-06-03,2023,6,Q2,Summer,CUST-01021,Female,VIP,Europe,Germany,Electronics,Smartphones,Samsung Galaxy S23,862.96,2,0.1,1553.33,1118.62,434.71,27.99,36.56,Express,7,Bank Transfer,Cancelled,True,True,True,True,True,1553.33,0.0,434.71,0.0,True,2023,6,June,3,Saturday,776.665,27.99,High,False,True,True
ORD-000050,2021-07-14,2021,7,Q3,Summer,CUST-04482,Male,New,Asia,India,Beauty & Health,Supplements,Whey Protein 2kg,30.05,1,0.1,27.05,19.86,7.19,26.58,47.72,Express,16,PayPal,Processing,True,True,True,True,True,27.04,0.01,7.19,0.0,True,2021,7,July,14,Wednesday,27.05,26.58,Low,False,False,False
ORD-000051,2021-08-05,2021,8,Q3,Summer,CUST-06732,Female,Regular,Middle East,Jordan,Clothing,Women's Wear,High-Waist Jeans,27.43,3,0.0,82.29,56.6,25.69,31.22,12.03,Standard,11,Google Pay,Returned,True,True,True,True,True,82.29,0.0,25.69,0.0,True,2021,8,August,5,Thursday,27.430000000000003,31.22,Low,False,False,False
ORD-000052,2022-11-16,2022,11,Q4,Fall,CUST-07848,Male,Regular,Middle East,UAE,Beauty & Health,Supplements,Whey Protein 2kg,53.87,2,0.2,86.19,72.22,13.97,16.21,8.43,Standard,17,Google Pay,Delivered,True,True,True,True,True,86.19,0.0,13.97,0.0,True,2022,11,November,16,Wednesday,43.095,16.21,Low,False,False,False
ORD-000053,2024-05-01,2024,5,Q2,Spring,CUST-03730,Female,Regular,Asia,South Korea,Clothing,Women's Wear,Yoga Pants,104.0,1,0.1,93.6,52.46,41.14,43.95,12.05,Standard,23,Cash on Delivery,Delivered,True,True,True,True,True,93.6,0.0,41.14,0.0,True,2024,5,May,1,Wednesday,93.6,43.95,Low,False,False,False
ORD-000054,2023-02-22,2023,2,Q1,Winter,CUST-01949,Female,New,North America,Canada,Home & Kitchen,Furniture,TV Stand,229.87,4,0.2,735.58,638.18,97.4,13.24,9.72,Standard,8,Cash on Delivery,Delivered,True,True,True,True,True,735.58,0.0,97.4,0.0,True,2023,2,February,22,Wednesday,183.895,13.24,Medium,False,False,False
ORD-000055,2022-08-08,2022,8,Q3,Summer,CUST-03359,Female,VIP,Asia,South Korea,Books & Media,Software,VPN Premium 1Y,32.47,1,0.3,22.73,18.14,4.59,20.19,8.05,Standard,14,Credit Card,Delivered,True,True,True,True,True,22.73,0.0,4.59,0.0,True,2022,8,August,8,Monday,22.73,20.19,Low,False,False,False
ORD-000056,2022-10-20,2022,10,Q4,Fall,CUST-06306,Male,VIP,North America,USA,Books & Media,Books,The Psychology of Money,19.32,1,0.0,19.32,11.89,7.43,38.46,11.92,Standard,4,Bank Transfer,Delivered,True,True,True,True,True,19.32,0.0,7.43,0.0,True,2022,10,October,20,Thursday,19.32,38.46,Low,False,False,False
ORD-000057,2024-06-01,2024,6,Q2,Summer,CUST-07113,Male,Regular,Europe,Italy,Books & Media,Software,VPN Premium 1Y,211.99,4,0.25,635.97,443.58,192.39,30.25,47.66,Express,13,Debit Card,Delivered,True,True,True,True,True,635.97,0.0,192.39,0.0,True,2024,6,June,1,Saturday,158.9925,30.25,Medium,False,False,False
ORD-000058,2023-08-31,2023,8,Q3,Summer,CUST-03723,Female,VIP,Asia,China,Home & Kitchen,Kitchen Tools,Cutting Board Set,125.77,5,0.1,565.97,419.96,146.01,25.8,6.31,Economy,21,Debit Card,Delivered,True,True,True,True,True,565.96,0.01,146.01,0.0,True,2023,8,August,31,Thursday,113.194,25.8,Medium,False,False,False
ORD-000059,2024-01-11,2024,1,Q1,Winter,CUST-05057,Male,Regular,Asia,South Korea,Clothing,Footwear,Vans Old Skool,85.03,1,0.2,68.02,39.38,28.64,42.11,9.91,Economy,14,Google Pay,Cancelled,True,True,True,True,True,68.02,0.0,28.64,0.0,True,2024,1,January,11,Thursday,68.02,42.11,Low,False,False,False
ORD-000060,2024-04-12,2024,4,Q2,Spring,CUST-03773,Female,Regular,Europe,Italy,Home & Kitchen,Appliances,Microwave Oven,56.92,2,0.25,85.38,51.75,33.63,39.39,22.24,Express,9,Cash on Delivery,Delivered,True,True,True,True,True,85.38,0.0,33.63,0.0,True,2024,4,April,12,Friday,42.69,39.39,Low,False,False,False
ORD-000061,2024-01-15,2024,1,Q1,Winter,CUST-02863,Male,Premium,North America,Mexico,Books & Media,Software,Antivirus Pro,164.16,6,0.25,738.72,701.01,37.71,5.1,8.52,Standard,7,Credit Card,Processing,True,True,True,True,True,738.72,0.0,37.71,0.0,True,2024,1,January,15,Monday,123.12,5.1,Low,False,False,False
ORD-000062,2022-11-20,2022,11,Q4,Fall,CUST-03000,Female,New,North America,Canada,Electronics,Tablets,Samsung Galaxy Tab S9,809.3,1,0.0,809.3,375.35,433.95,53.62,68.74,Overnight,5,Bank Transfer,Delivered,True,True,True,True,True,809.3,0.0,433.95,0.0,True,2022,11,November,20,Sunday,809.3,53.62,High,False,False,True
ORD-000063,2022-08-07,2022,8,Q3,Summer,CUST-04764,Female,Regular,Europe,Italy,Clothing,Men's Wear,Classic T-Shirt,79.0,2,0.2,126.4,100.47,25.93,20.51,26.97,Express,9,Cash on Delivery,Returned,True,True,True,True,True,126.4,0.0,25.93,0.0,True,2022,8,August,7,Sunday,63.2,20.51,Low,False,False,False
ORD-000064,2024-01-24,2024,1,Q1,Winter,CUST-02631,Female,VIP,Middle East,Jordan,Home & Kitchen,Kitchen Tools,Storage Container Set,36.33,5,0.25,136.24,133.25,2.99,2.19,72.84,Overnight,11,Credit Card,Delivered,True,True,True,True,True,136.24,0.0,2.99,0.0,True,2024,1,January,24,Wednesday,27.248,2.19,Low,False,False,False
ORD-000065,2021-04-12,2021,4,Q2,Spring,CUST-05967,Female,Regular,Asia,Japan,Beauty & Health,Supplements,Collagen Peptides,34.23,2,0.1,61.61,31.26,30.35,49.26,13.49,Standard,11,Cash on Delivery,Delivered,True,True,True,True,True,61.61,0.0,30.35,0.0,True,2021,4,April,12,Monday,30.805,49.26,Low,False,False,False
ORD-000066,2023-03-01,2023,3,Q1,Spring,CUST-01273,Female,Regular,Europe,UK,Books & Media,Software,Microsoft Office 365,166.42,1,0.4,99.85,87.4,12.45,12.47,9.63,Standard,12,Credit Card,Delivered,True,True,True,True,True,99.85,0.0,12.45,0.0,True,2023,3,March,1,Wednesday,99.85,12.47,Low,False,False,False
ORD-000067,2022-02-27,2022,2,Q1,Winter,CUST-07755,Female,Regular,Middle East,Kuwait,Home & Kitchen,Kitchen Tools,Mixing Bowl Set,38.71,1,0.0,38.71,26.55,12.16,31.41,91.52,Overnight,11,Bank Transfer,Delivered,True,True,True,True,True,38.71,0.0,12.16,0.0,True,2022,2,February,27,Sunday,38.71,31.41,Low,False,False,False
ORD-000068,2024-06-22,2024,6,Q2,Summer,CUST-01114,Female,New,Asia,Singapore,Electronics,Tablets,iPad Pro 12.9,283.72,1,0.05,269.53,200.89,68.64,25.47,54.52,Overnight,22,Credit Card,Returned,True,True,True,True,True,269.53,0.0,68.64,0.0,True,2024,6,June,22,Saturday,269.53,25.47,Medium,False,False,False
ORD-000069,2023-05-30,2023,5,Q2,Spring,CUST-05997,Male,Regular,North America,Mexico,Home & Kitchen,Kitchen Tools,Cutting Board Set,93.92,3,0.5,140.88,206.27,-65.39,-46.42,34.14,Express,8,Bank Transfer,Returned,True,True,True,True,True,140.88,0.0,-65.39,0.0,True,2023,5,May,30,Tuesday,46.96,-46.42,Loss,False,False,False
ORD-000070,2023-01-07,2023,1,Q1,Winter,CUST-02111,Female,VIP,Middle East,Jordan,Home & Kitchen,Kitchen Tools,Mixing Bowl Set,30.75,8,0.0,246.0,180.53,65.47,26.61,6.46,Standard,15,Debit Card,Processing,True,True,True,True,True,246.0,0.0,65.47,0.0,True,2023,1,January,7,Saturday,30.75,26.61,Medium,False,False,False
ORD-000071,2024-07-29,2024,7,Q3,Summer,CUST-01268,Female,Regular,North America,Canada,Books & Media,Software,Photo Editing Suite,190.72,1,0.0,190.72,136.48,54.24,28.44,9.51,Economy,7,Apple Pay,Returned,True,True,True,True,True,190.72,0.0,54.24,0.0,True,2024,7,July,29,Monday,190.72,28.44,Medium,False,False,False
ORD-000072,2023-05-12,2023,5,Q2,Spring,CUST-07947,Female,Regular,Middle East,UAE,Clothing,Women's Wear,Summer Dress,147.48,1,0.15,125.36,90.46,34.9,27.84,4.21,Economy,8,Bank Transfer,Delivered,True,True,True,True,True,125.36,0.0,34.9,0.0,True,2023,5,May,12,Friday,125.36,27.84,Low,False,False,False
ORD-000073,2022-10-14,2022,10,Q4,Fall,CUST-03691,Male,New,Europe,UK,Books & Media,Books,Atomic Habits,33.6,1,0.05,31.92,25.09,6.83,21.4,37.59,Express,8,Credit Card,Delivered,True,True,True,True,True,31.92,0.0,6.83,0.0,True,2022,10,October,14,Friday,31.92,21.4,Low,False,False,False
ORD-000074,2023-08-12,2023,8,Q3,Summer,CUST-05823,Female,Regular,North America,USA,Clothing,Men's Wear,Chino Pants,41.32,2,0.0,82.64,39.91,42.73,51.71,10.37,Standard,6,PayPal,Delivered,True,True,True,True,True,82.64,0.0,42.73,0.0,True,2023,8,August,12,Saturday,41.32,51.71,Low,False,False,False
